Ranking,Team Name,Hyperlink,Wins,Losses,Ties,Winning Percentage,Season
1,Virginia (ACC),https://stats.ncaa.org/team/746.0/10561,56,12,0,0.824,2010-11
2,Vanderbilt (SEC),https://stats.ncaa.org/team/736.0/10561,54,12,0,0.818,2010-11
3,South Carolina (SEC),https://stats.ncaa.org/team/648.0/10561,55,14,0,0.797,2010-11
4,Stony Brook (America East),https://stats.ncaa.org/team/683.0/10561,42,12,0,0.778,2010-11
5,North Carolina (ACC),https://stats.ncaa.org/team/457.0/10561,51,16,0,0.761,2010-11
6,Creighton (MVC),https://stats.ncaa.org/team/169.0/10561,45,16,0,0.738,2010-11
7,Florida (SEC),https://stats.ncaa.org/team/235.0/10561,53,19,0,0.736,2010-11
8,Charlotte (Atlantic 10),https://stats.ncaa.org/team/458.0/10561,43,16,0,0.729,2010-11
9,Kent St. (MAC),https://stats.ncaa.org/team/331.0/10561,45,17,0,0.726,2010-11
10,Texas (Big 12),https://stats.ncaa.org/team/703.0/10561,49,19,0,0.721,2010-11
11,Dartmouth (Ivy League),https://stats.ncaa.org/team/172.0/10561,30,12,0,0.714,2010-11
11,Fresno St. (WAC),https://stats.ncaa.org/team/96.0/10561,40,16,0,0.714,2010-11
13,Florida St. (ACC),https://stats.ncaa.org/team/234.0/10561,46,19,0,0.708,2010-11
14,Cal St. Fullerton (Big West),https://stats.ncaa.org/team/97.0/10561,41,17,0,0.707,2010-11
15,UC Irvine (Big West),https://stats.ncaa.org/team/109.0/10561,43,18,0,0.705,2010-11
15,Arizona St. (Pac-12),https://stats.ncaa.org/team/28.0/10561,43,18,0,0.705,2010-11
17,Troy (Sun Belt),https://stats.ncaa.org/team/716.0/10561,43,19,0,0.694,2010-11
17,TCU (Mountain West),https://stats.ncaa.org/team/698.0/10561,43,19,0,0.694,2010-11
19,UConn (AAC),https://stats.ncaa.org/team/164.0/10561,45,20,1,0.689,2010-11
20,James Madison (CAA),https://stats.ncaa.org/team/317.0/10561,42,19,0,0.689,2010-11
21,Oklahoma (Big 12),https://stats.ncaa.org/team/522.0/10561,41,19,0,0.683,2010-11
21,Oregon St. (Pac-12),https://stats.ncaa.org/team/528.0/10561,41,19,0,0.683,2010-11
23,Stetson (ASUN),https://stats.ncaa.org/team/678.0/10561,43,20,0,0.683,2010-11
23,Clemson (ACC),https://stats.ncaa.org/team/147.0/10561,43,20,0,0.683,2010-11
25,Texas A&M (Big 12),https://stats.ncaa.org/team/697.0/10561,47,22,0,0.681,2010-11
26,Coastal Carolina (Big South),https://stats.ncaa.org/team/149.0/10561,42,20,0,0.677,2010-11
26,DBU (DBU),https://stats.ncaa.org/team/1045.0/10561,42,20,0,0.677,2010-11
28,Marist (MAAC),https://stats.ncaa.org/team/386.0/10561,35,17,0,0.673,2010-11
29,Southern Miss. (CUSA),https://stats.ncaa.org/team/664.0/10561,39,19,0,0.672,2010-11
30,Georgia Tech (ACC),https://stats.ncaa.org/team/255.0/10561,42,21,0,0.667,2010-11
30,Illinois St. (MVC),https://stats.ncaa.org/team/299.0/10561,36,18,0,0.667,2010-11
30,Rice (CUSA),https://stats.ncaa.org/team/574.0/10561,42,21,0,0.667,2010-11
33,FIU (Sun Belt),https://stats.ncaa.org/team/231.0/10561,40,20,1,0.664,2010-11
34,East Carolina (CUSA),https://stats.ncaa.org/team/196.0/10561,41,21,0,0.661,2010-11
35,Mercer (ASUN),https://stats.ncaa.org/team/406.0/10561,39,20,0,0.661,2010-11
36,Monmouth (NEC),https://stats.ncaa.org/team/439.0/10561,36,19,0,0.655,2010-11
36,Wright St. (Horizon),https://stats.ncaa.org/team/810.0/10561,36,19,0,0.655,2010-11
38,Arizona (Pac-12),https://stats.ncaa.org/team/29.0/10561,39,21,0,0.650,2010-11
39,Purdue (Big Ten),https://stats.ncaa.org/team/559.0/10561,37,20,0,0.649,2010-11
39,South Dakota St. (Summit League),https://stats.ncaa.org/team/649.0/10561,37,20,0,0.649,2010-11
41,Rider (MAAC),https://stats.ncaa.org/team/576.0/10561,33,18,0,0.647,2010-11
42,Arkansas (SEC),https://stats.ncaa.org/team/31.0/10561,40,22,0,0.645,2010-11
43,LSU (SEC),https://stats.ncaa.org/team/365.0/10561,36,20,0,0.643,2010-11
44,Manhattan (MAAC),https://stats.ncaa.org/team/381.0/10561,34,19,0,0.642,2010-11
45,Texas St. (Southland),https://stats.ncaa.org/team/670.0/10561,41,23,0,0.641,2010-11
46,Col. of Charleston (SoCon),https://stats.ncaa.org/team/1014.0/10561,39,22,0,0.639,2010-11
46,Oral Roberts (Summit League),https://stats.ncaa.org/team/527.0/10561,39,22,0,0.639,2010-11
48,Georgia St. (CAA),https://stats.ncaa.org/team/254.0/10561,37,21,0,0.638,2010-11
49,Elon (SoCon),https://stats.ncaa.org/team/1068.0/10561,36,21,0,0.632,2010-11
49,ETSU (ASUN),https://stats.ncaa.org/team/198.0/10561,36,21,0,0.632,2010-11
49,Michigan St. (Big Ten),https://stats.ncaa.org/team/416.0/10561,36,21,0,0.632,2010-11
52,UNC Greensboro (SoCon),https://stats.ncaa.org/team/459.0/10561,34,20,0,0.630,2010-11
53,UCF (CUSA),https://stats.ncaa.org/team/128.0/10561,39,23,0,0.629,2010-11
54,Eastern Mich. (MAC),https://stats.ncaa.org/team/204.0/10561,37,22,0,0.627,2010-11
55,Gonzaga (WCC),https://stats.ncaa.org/team/260.0/10561,32,19,1,0.625,2010-11
56,Miami (FL) (ACC),https://stats.ncaa.org/team/415.0/10561,38,23,0,0.623,2010-11
56,California (Pac-12),https://stats.ncaa.org/team/107.0/10561,38,23,0,0.623,2010-11
58,St. John's (NY) (AAC),https://stats.ncaa.org/team/603.0/10561,36,22,0,0.621,2010-11
59,SFA (Southland),https://stats.ncaa.org/team/676.0/10561,37,23,0,0.617,2010-11
59,Samford (SoCon),https://stats.ncaa.org/team/625.0/10561,37,23,0,0.617,2010-11
61,Southeastern La. (Southland),https://stats.ncaa.org/team/655.0/10561,35,22,0,0.614,2010-11
61,Stanford (Pac-12),https://stats.ncaa.org/team/674.0/10561,35,22,0,0.614,2010-11
63,Jacksonville St. (OVC),https://stats.ncaa.org/team/315.0/10561,36,23,0,0.610,2010-11
64,Longwood (Longwood),https://stats.ncaa.org/team/363.0/10561,28,18,0,0.609,2010-11
65,Southeast Mo. St. (OVC),https://stats.ncaa.org/team/654.0/10561,34,22,0,0.607,2010-11
65,Utah Valley (GWC),https://stats.ncaa.org/team/30024.0/10561,34,22,0,0.607,2010-11
67,A&M-Corpus Christi (Southland),https://stats.ncaa.org/team/26172.0/10561,37,24,0,0.607,2010-11
67,Jacksonville (ASUN),https://stats.ncaa.org/team/316.0/10561,37,24,0,0.607,2010-11
69,Southern U. (SWAC),https://stats.ncaa.org/team/665.0/10561,29,19,0,0.604,2010-11
70,Mississippi St. (SEC),https://stats.ncaa.org/team/430.0/10561,38,25,0,0.603,2010-11
71,Wichita St. (MVC),https://stats.ncaa.org/team/782.0/10561,39,26,0,0.600,2010-11
71,CSU Bakersfield (CSU Bakersfield),https://stats.ncaa.org/team/94.0/10561,33,22,0,0.600,2010-11
73,Sacred Heart (NEC),https://stats.ncaa.org/team/590.0/10561,34,23,0,0.596,2010-11
74,Gardner-Webb (Big South),https://stats.ncaa.org/team/1092.0/10561,34,23,1,0.595,2010-11
75,Belmont (ASUN),https://stats.ncaa.org/team/14927.0/10561,38,26,0,0.594,2010-11
76,UCLA (Pac-12),https://stats.ncaa.org/team/110.0/10561,35,24,0,0.593,2010-11
76,Sam Houston (Southland),https://stats.ncaa.org/team/624.0/10561,35,24,0,0.593,2010-11
76,Liberty (Big South),https://stats.ncaa.org/team/355.0/10561,35,24,0,0.593,2010-11
79,Penn St. (Big Ten),https://stats.ncaa.org/team/539.0/10561,32,22,0,0.593,2010-11
80,Bethune-Cookman (MEAC),https://stats.ncaa.org/team/61.0/10561,36,25,0,0.590,2010-11
80,Kansas St. (Big 12),https://stats.ncaa.org/team/327.0/10561,36,25,0,0.590,2010-11
82,Pittsburgh (AAC),https://stats.ncaa.org/team/545.0/10561,33,23,0,0.589,2010-11
82,Missouri St. (MVC),https://stats.ncaa.org/team/669.0/10561,33,23,0,0.589,2010-11
84,Austin Peay (OVC),https://stats.ncaa.org/team/43.0/10561,34,24,0,0.586,2010-11
84,New Mexico St. (WAC),https://stats.ncaa.org/team/472.0/10561,34,24,0,0.586,2010-11
86,Rhode Island (Atlantic 10),https://stats.ncaa.org/team/572.0/10561,31,22,0,0.585,2010-11
87,Miami (OH) (MAC),https://stats.ncaa.org/team/414.0/10561,35,25,0,0.583,2010-11
87,Oklahoma St. (Big 12),https://stats.ncaa.org/team/521.0/10561,35,25,0,0.583,2010-11
89,Ga. Southern (SoCon),https://stats.ncaa.org/team/253.0/10561,36,26,0,0.581,2010-11
90,Utah (Mountain West),https://stats.ncaa.org/team/732.0/10561,29,21,0,0.580,2010-11
91,Maine (America East),https://stats.ncaa.org/team/380.0/10561,33,24,0,0.579,2010-11
91,Western Ky. (Sun Belt),https://stats.ncaa.org/team/772.0/10561,33,24,0,0.579,2010-11
93,Seton Hall (AAC),https://stats.ncaa.org/team/635.0/10561,34,25,0,0.576,2010-11
93,Hawaii (WAC),https://stats.ncaa.org/team/277.0/10561,34,25,0,0.576,2010-11
95,San Jose St. (WAC),https://stats.ncaa.org/team/630.0/10561,35,26,0,0.574,2010-11
96,Fordham (Atlantic 10),https://stats.ncaa.org/team/236.0/10561,31,23,1,0.573,2010-11
97,UNLV (Mountain West),https://stats.ncaa.org/team/465.0/10561,33,25,0,0.569,2010-11
97,Texas Tech (Big 12),https://stats.ncaa.org/team/700.0/10561,33,25,0,0.569,2010-11
99,Navy (Patriot),https://stats.ncaa.org/team/726.0/10561,33,25,1,0.568,2010-11
100,NC State (ACC),https://stats.ncaa.org/team/490.0/10561,35,27,0,0.565,2010-11
101,Kennesaw St. (ASUN),https://stats.ncaa.org/team/1157.0/10561,32,25,0,0.561,2010-11
101,Fla. Atlantic (Sun Belt),https://stats.ncaa.org/team/229.0/10561,32,25,0,0.561,2010-11
101,San Francisco (WCC),https://stats.ncaa.org/team/629.0/10561,32,25,0,0.561,2010-11
104,Oregon (Pac-12),https://stats.ncaa.org/team/529.0/10561,33,26,1,0.558,2010-11
105,Savannah St. (Savannah St.),https://stats.ncaa.org/team/632.0/10561,29,23,0,0.558,2010-11
105,UC Riverside (Big West),https://stats.ncaa.org/team/111.0/10561,29,23,0,0.558,2010-11
107,Louisiana Tech (WAC),https://stats.ncaa.org/team/366.0/10561,34,27,0,0.557,2010-11
108,Alabama (SEC),https://stats.ncaa.org/team/8.0/10561,35,28,0,0.556,2010-11
109,Radford (Big South),https://stats.ncaa.org/team/563.0/10561,31,25,0,0.554,2010-11
110,App State (SoCon),https://stats.ncaa.org/team/27.0/10561,33,27,0,0.550,2010-11
111,LIU (NEC),https://stats.ncaa.org/team/361.0/10561,28,23,0,0.549,2010-11
112,Yale (Ivy League),https://stats.ncaa.org/team/813.0/10561,23,19,0,0.548,2010-11
113,LMU (CA) (WCC),https://stats.ncaa.org/team/370.0/10561,30,25,0,0.545,2010-11
113,Indiana (Big Ten),https://stats.ncaa.org/team/306.0/10561,30,25,0,0.545,2010-11
113,Ole Miss (SEC),https://stats.ncaa.org/team/433.0/10561,30,25,0,0.545,2010-11
113,Virginia Tech (ACC),https://stats.ncaa.org/team/742.0/10561,30,25,0,0.545,2010-11
113,Nebraska (Big 12),https://stats.ncaa.org/team/463.0/10561,30,25,0,0.545,2010-11
118,Tulane (CUSA),https://stats.ncaa.org/team/718.0/10561,31,26,0,0.544,2010-11
119,Prairie View (SWAC),https://stats.ncaa.org/team/553.0/10561,25,21,0,0.543,2010-11
120,Dayton (Atlantic 10),https://stats.ncaa.org/team/175.0/10561,32,27,0,0.542,2010-11
121,Old Dominion (CAA),https://stats.ncaa.org/team/523.0/10561,30,26,0,0.536,2010-11
122,BYU (Mountain West),https://stats.ncaa.org/team/77.0/10561,31,27,0,0.534,2010-11
122,Central Mich. (MAC),https://stats.ncaa.org/team/129.0/10561,31,27,0,0.534,2010-11
122,Louisiana (Sun Belt),https://stats.ncaa.org/team/671.0/10561,31,27,0,0.534,2010-11
125,Lehigh (Patriot),https://stats.ncaa.org/team/352.0/10561,24,21,0,0.533,2010-11
126,VMI (Big South),https://stats.ncaa.org/team/741.0/10561,27,24,1,0.529,2010-11
127,Evansville (MVC),https://stats.ncaa.org/team/219.0/10561,28,25,0,0.528,2010-11
128,Saint Louis (Atlantic 10),https://stats.ncaa.org/team/609.0/10561,29,26,0,0.527,2010-11
129,Cincinnati (AAC),https://stats.ncaa.org/team/140.0/10561,30,27,0,0.526,2010-11
129,Illinois (Big Ten),https://stats.ncaa.org/team/301.0/10561,30,27,0,0.526,2010-11
129,Memphis (CUSA),https://stats.ncaa.org/team/404.0/10561,30,27,0,0.526,2010-11
129,NIU (MAC),https://stats.ncaa.org/team/503.0/10561,30,27,0,0.526,2010-11
129,Xavier (Atlantic 10),https://stats.ncaa.org/team/812.0/10561,30,27,0,0.526,2010-11
134,Baylor (Big 12),https://stats.ncaa.org/team/51.0/10561,31,28,0,0.525,2010-11
134,UNCW (CAA),https://stats.ncaa.org/team/460.0/10561,31,28,0,0.525,2010-11
136,Louisville (AAC),https://stats.ncaa.org/team/367.0/10561,32,29,0,0.525,2010-11
137,La Salle (Atlantic 10),https://stats.ncaa.org/team/340.0/10561,28,26,0,0.519,2010-11
137,UIC (Horizon),https://stats.ncaa.org/team/302.0/10561,28,26,0,0.519,2010-11
139,Lamar University (Southland),https://stats.ncaa.org/team/346.0/10561,29,27,0,0.518,2010-11
139,Long Beach St. (Big West),https://stats.ncaa.org/team/99.0/10561,29,27,0,0.518,2010-11
141,Richmond (Atlantic 10),https://stats.ncaa.org/team/575.0/10561,29,27,2,0.517,2010-11
141,South Alabama (Sun Belt),https://stats.ncaa.org/team/646.0/10561,30,28,0,0.517,2010-11
143,Holy Cross (Patriot),https://stats.ncaa.org/team/285.0/10561,24,23,1,0.510,2010-11
144,Minnesota (Big Ten),https://stats.ncaa.org/team/428.0/10561,25,24,0,0.510,2010-11
145,Central Conn. St. (NEC),https://stats.ncaa.org/team/127.0/10561,26,25,1,0.510,2010-11
146,Cal Poly (Big West),https://stats.ncaa.org/team/90.0/10561,27,26,0,0.509,2010-11
146,Jackson St. (SWAC),https://stats.ncaa.org/team/314.0/10561,27,26,0,0.509,2010-11
146,Delaware (CAA),https://stats.ncaa.org/team/180.0/10561,27,26,0,0.509,2010-11
149,West Virginia (AAC),https://stats.ncaa.org/team/768.0/10561,28,27,0,0.509,2010-11
150,UAB (CUSA),https://stats.ncaa.org/team/9.0/10561,29,28,0,0.509,2010-11
150,Indiana St. (MVC),https://stats.ncaa.org/team/305.0/10561,29,28,0,0.509,2010-11
152,Georgia (SEC),https://stats.ncaa.org/team/257.0/10561,33,32,0,0.508,2010-11
153,UC Santa Barbara (Big West),https://stats.ncaa.org/team/104.0/10561,26,26,0,0.500,2010-11
153,Ohio (MAC),https://stats.ncaa.org/team/519.0/10561,27,27,0,0.500,2010-11
153,St. Bonaventure (Atlantic 10),https://stats.ncaa.org/team/596.0/10561,23,23,0,0.500,2010-11
153,Auburn (SEC),https://stats.ncaa.org/team/37.0/10561,29,29,0,0.500,2010-11
153,Milwaukee (Horizon),https://stats.ncaa.org/team/797.0/10561,28,28,1,0.500,2010-11
153,North Florida (ASUN),https://stats.ncaa.org/team/2711.0/10561,27,27,0,0.500,2010-11
159,Charleston So. (Big South),https://stats.ncaa.org/team/48.0/10561,29,30,0,0.492,2010-11
160,Nicholls (Southland),https://stats.ncaa.org/team/483.0/10561,28,29,0,0.491,2010-11
161,FGCU (ASUN),https://stats.ncaa.org/team/28755.0/10561,27,28,0,0.491,2010-11
161,Saint Mary's (CA) (WCC),https://stats.ncaa.org/team/610.0/10561,27,28,0,0.491,2010-11
163,Ohio St. (Big Ten),https://stats.ncaa.org/team/518.0/10561,26,27,0,0.491,2010-11
164,Princeton (Ivy League),https://stats.ncaa.org/team/554.0/10561,23,24,0,0.489,2010-11
165,Siena (MAAC),https://stats.ncaa.org/team/639.0/10561,28,30,0,0.483,2010-11
166,UT Arlington (Southland),https://stats.ncaa.org/team/702.0/10561,27,29,0,0.482,2010-11
167,Towson (CAA),https://stats.ncaa.org/team/711.0/10561,26,28,1,0.482,2010-11
168,Washington St. (Pac-12),https://stats.ncaa.org/team/754.0/10561,26,28,0,0.481,2010-11
169,Penn (Ivy League),https://stats.ncaa.org/team/540.0/10561,19,21,0,0.475,2010-11
170,Winthrop (Big South),https://stats.ncaa.org/team/792.0/10561,27,30,0,0.474,2010-11
170,Alcorn (SWAC),https://stats.ncaa.org/team/17.0/10561,27,30,0,0.474,2010-11
172,Delaware St. (MEAC),https://stats.ncaa.org/team/178.0/10561,26,29,0,0.473,2010-11
172,Toledo (MAC),https://stats.ncaa.org/team/709.0/10561,26,29,0,0.473,2010-11
172,William & Mary (CAA),https://stats.ncaa.org/team/786.0/10561,26,29,0,0.473,2010-11
175,Bucknell (Patriot),https://stats.ncaa.org/team/83.0/10561,25,28,0,0.472,2010-11
176,Grambling (SWAC),https://stats.ncaa.org/team/261.0/10561,23,26,0,0.469,2010-11
177,Fairfield (MAAC),https://stats.ncaa.org/team/220.0/10561,22,25,0,0.468,2010-11
178,Arkansas St. (Sun Belt),https://stats.ncaa.org/team/30.0/10561,27,31,1,0.466,2010-11
179,Duke (ACC),https://stats.ncaa.org/team/193.0/10561,26,30,0,0.464,2010-11
179,Kansas (Big 12),https://stats.ncaa.org/team/328.0/10561,26,30,0,0.464,2010-11
179,McNeese (Southland),https://stats.ncaa.org/team/402.0/10561,26,30,0,0.464,2010-11
182,South Fla. (AAC),https://stats.ncaa.org/team/651.0/10561,25,29,0,0.463,2010-11
182,Tennessee Tech (OVC),https://stats.ncaa.org/team/692.0/10561,25,29,0,0.463,2010-11
182,Tennessee (SEC),https://stats.ncaa.org/team/694.0/10561,25,29,0,0.463,2010-11
182,Texas Southern (SWAC),https://stats.ncaa.org/team/699.0/10561,25,29,0,0.463,2010-11
186,Army West Point (Patriot),https://stats.ncaa.org/team/725.0/10561,22,26,0,0.458,2010-11
187,UTSA (Southland),https://stats.ncaa.org/team/706.0/10561,27,32,0,0.458,2010-11
187,Missouri (Big 12),https://stats.ncaa.org/team/434.0/10561,27,32,0,0.458,2010-11
187,Houston (CUSA),https://stats.ncaa.org/team/288.0/10561,27,32,0,0.458,2010-11
190,Western Mich. (MAC),https://stats.ncaa.org/team/774.0/10561,26,31,0,0.456,2010-11
191,Kentucky (SEC),https://stats.ncaa.org/team/334.0/10561,25,30,0,0.455,2010-11
192,Temple (Atlantic 10),https://stats.ncaa.org/team/690.0/10561,24,29,0,0.453,2010-11
192,Central Ark. (Southland),https://stats.ncaa.org/team/1004.0/10561,24,29,0,0.453,2010-11
192,Norfolk St. (MEAC),https://stats.ncaa.org/team/485.0/10561,24,29,0,0.453,2010-11
195,Butler (Horizon),https://stats.ncaa.org/team/87.0/10561,23,28,1,0.452,2010-11
196,Canisius (MAAC),https://stats.ncaa.org/team/116.0/10561,26,32,0,0.448,2010-11
197,Wake Forest (ACC),https://stats.ncaa.org/team/749.0/10561,25,31,0,0.446,2010-11
197,Southern California (Pac-12),https://stats.ncaa.org/team/657.0/10561,25,31,0,0.446,2010-11
199,ULM (Sun Belt),https://stats.ncaa.org/team/498.0/10561,24,30,0,0.444,2010-11
200,Notre Dame (AAC),https://stats.ncaa.org/team/513.0/10561,23,29,1,0.443,2010-11
201,Valparaiso (Horizon),https://stats.ncaa.org/team/735.0/10561,25,32,0,0.439,2010-11
202,Nevada (WAC),https://stats.ncaa.org/team/466.0/10561,24,31,0,0.436,2010-11
203,Le Moyne (Le Moyne),https://stats.ncaa.org/team/349.0/10561,23,30,0,0.434,2010-11
204,Columbia (Ivy League),https://stats.ncaa.org/team/158.0/10561,19,25,0,0.432,2010-11
205,Northern Colo. (GWC),https://stats.ncaa.org/team/502.0/10561,24,32,0,0.429,2010-11
205,High Point (Big South),https://stats.ncaa.org/team/19651.0/10561,24,32,0,0.429,2010-11
205,Binghamton (America East),https://stats.ncaa.org/team/62.0/10561,21,28,0,0.429,2010-11
208,Western Caro. (SoCon),https://stats.ncaa.org/team/769.0/10561,23,31,1,0.427,2010-11
209,Southern Utah (Summit League),https://stats.ncaa.org/team/667.0/10561,23,31,0,0.426,2010-11
209,Portland (WCC),https://stats.ncaa.org/team/551.0/10561,23,31,0,0.426,2010-11
211,Furman (SoCon),https://stats.ncaa.org/team/244.0/10561,24,33,0,0.421,2010-11
212,San Diego (WCC),https://stats.ncaa.org/team/627.0/10561,22,31,0,0.415,2010-11
213,Little Rock (Sun Belt),https://stats.ncaa.org/team/32.0/10561,24,34,0,0.414,2010-11
214,Georgetown (AAC),https://stats.ncaa.org/team/251.0/10561,23,33,0,0.411,2010-11
214,CSUN (Big West),https://stats.ncaa.org/team/101.0/10561,23,33,0,0.411,2010-11
216,Northwestern (Big Ten),https://stats.ncaa.org/team/509.0/10561,20,29,0,0.408,2010-11
217,VCU (CAA),https://stats.ncaa.org/team/740.0/10561,22,32,0,0.407,2010-11
217,North Dakota St. (Summit League),https://stats.ncaa.org/team/493.0/10561,22,32,0,0.407,2010-11
217,Northwestern St. (Southland),https://stats.ncaa.org/team/508.0/10561,22,32,0,0.407,2010-11
217,Bradley (MVC),https://stats.ncaa.org/team/72.0/10561,22,32,0,0.407,2010-11
221,UAlbany (America East),https://stats.ncaa.org/team/14.0/10561,21,31,0,0.404,2010-11
221,Saint Joseph's (Atlantic 10),https://stats.ncaa.org/team/606.0/10561,21,31,0,0.404,2010-11
223,Southern Ill. (MVC),https://stats.ncaa.org/team/659.0/10561,23,34,0,0.404,2010-11
224,Wofford (SoCon),https://stats.ncaa.org/team/2915.0/10561,22,33,0,0.400,2010-11
224,Rutgers (AAC),https://stats.ncaa.org/team/587.0/10561,20,30,0,0.400,2010-11
226,George Mason (CAA),https://stats.ncaa.org/team/248.0/10561,21,32,1,0.398,2010-11
227,UTRGV (GWC),https://stats.ncaa.org/team/536.0/10561,21,32,0,0.396,2010-11
228,Pepperdine (WCC),https://stats.ncaa.org/team/541.0/10561,22,34,0,0.393,2010-11
229,Bowling Green (MAC),https://stats.ncaa.org/team/71.0/10561,20,31,0,0.392,2010-11
229,Marshall (CUSA),https://stats.ncaa.org/team/388.0/10561,20,31,0,0.392,2010-11
231,Iowa (Big Ten),https://stats.ncaa.org/team/312.0/10561,20,32,0,0.385,2010-11
231,Villanova (AAC),https://stats.ncaa.org/team/739.0/10561,20,32,0,0.385,2010-11
233,N.C. A&T (MEAC),https://stats.ncaa.org/team/488.0/10561,21,34,0,0.382,2010-11
234,Oakland (Summit League),https://stats.ncaa.org/team/514.0/10561,19,31,0,0.380,2010-11
235,San Diego St. (Mountain West),https://stats.ncaa.org/team/626.0/10561,22,36,0,0.379,2010-11
236,Davidson (SoCon),https://stats.ncaa.org/team/173.0/10561,18,30,0,0.375,2010-11
236,Lafayette (Patriot),https://stats.ncaa.org/team/342.0/10561,18,30,0,0.375,2010-11
236,Maryland (ACC),https://stats.ncaa.org/team/392.0/10561,21,35,0,0.375,2010-11
239,Murray St. (OVC),https://stats.ncaa.org/team/454.0/10561,19,32,0,0.373,2010-11
239,New York Tech (GWC),https://stats.ncaa.org/team/477.0/10561,19,32,0,0.373,2010-11
241,Massachusetts (Atlantic 10),https://stats.ncaa.org/team/400.0/10561,17,29,1,0.372,2010-11
242,Eastern Ky. (OVC),https://stats.ncaa.org/team/202.0/10561,21,36,0,0.368,2010-11
243,NJIT (GWC),https://stats.ncaa.org/team/471.0/10561,20,35,0,0.364,2010-11
244,The Citadel (SoCon),https://stats.ncaa.org/team/141.0/10561,20,36,0,0.357,2010-11
244,UT Martin (OVC),https://stats.ncaa.org/team/695.0/10561,20,36,0,0.357,2010-11
246,Western Ill. (Summit League),https://stats.ncaa.org/team/771.0/10561,21,38,0,0.356,2010-11
247,Wagner (NEC),https://stats.ncaa.org/team/748.0/10561,18,33,0,0.353,2010-11
247,Eastern Ill. (OVC),https://stats.ncaa.org/team/201.0/10561,18,33,0,0.353,2010-11
247,Northeastern (CAA),https://stats.ncaa.org/team/500.0/10561,18,33,0,0.353,2010-11
250,Air Force (Mountain West),https://stats.ncaa.org/team/721.0/10561,19,36,0,0.345,2010-11
250,George Washington (Atlantic 10),https://stats.ncaa.org/team/249.0/10561,19,36,0,0.345,2010-11
250,Lipscomb (ASUN),https://stats.ncaa.org/team/28600.0/10561,19,36,0,0.345,2010-11
253,Boston College (ACC),https://stats.ncaa.org/team/67.0/10561,17,33,0,0.340,2010-11
254,UC Davis (Big West),https://stats.ncaa.org/team/108.0/10561,18,36,0,0.333,2010-11
254,Purdue Fort Wayne (Summit League),https://stats.ncaa.org/team/308.0/10561,17,34,0,0.333,2010-11
254,Santa Clara (WCC),https://stats.ncaa.org/team/631.0/10561,17,34,0,0.333,2010-11
254,Mississippi Val. (SWAC),https://stats.ncaa.org/team/432.0/10561,18,36,0,0.333,2010-11
254,Iona (MAAC),https://stats.ncaa.org/team/310.0/10561,17,34,0,0.333,2010-11
259,New Mexico (Mountain West),https://stats.ncaa.org/team/473.0/10561,20,41,0,0.328,2010-11
260,Sacramento St. (WAC),https://stats.ncaa.org/team/102.0/10561,19,39,0,0.328,2010-11
261,Middle Tenn. (Sun Belt),https://stats.ncaa.org/team/419.0/10561,18,37,0,0.327,2010-11
262,Alabama St. (SWAC),https://stats.ncaa.org/team/7.0/10561,14,29,0,0.326,2010-11
263,Saint Peter's (MAAC),https://stats.ncaa.org/team/617.0/10561,16,34,0,0.320,2010-11
264,Quinnipiac (NEC),https://stats.ncaa.org/team/562.0/10561,15,32,0,0.319,2010-11
264,Hofstra (CAA),https://stats.ncaa.org/team/283.0/10561,15,32,0,0.319,2010-11
266,Pacific (Big West),https://stats.ncaa.org/team/534.0/10561,17,37,0,0.315,2010-11
266,Washington (Pac-12),https://stats.ncaa.org/team/756.0/10561,17,37,0,0.315,2010-11
266,Campbell (ASUN),https://stats.ncaa.org/team/115.0/10561,17,37,0,0.315,2010-11
266,Michigan (Big Ten),https://stats.ncaa.org/team/418.0/10561,17,37,0,0.315,2010-11
270,Brown (Ivy League),https://stats.ncaa.org/team/80.0/10561,13,29,0,0.310,2010-11
271,Akron (MAC),https://stats.ncaa.org/team/5.0/10561,16,37,0,0.302,2010-11
272,Mount St. Mary's (NEC),https://stats.ncaa.org/team/450.0/10561,15,35,0,0.300,2010-11
272,Ball St. (MAC),https://stats.ncaa.org/team/47.0/10561,15,35,0,0.300,2010-11
274,Florida A&M (MEAC),https://stats.ncaa.org/team/228.0/10561,17,40,0,0.298,2010-11
275,UNC Asheville (Big South),https://stats.ncaa.org/team/456.0/10561,15,37,0,0.288,2010-11
276,Centenary (LA) (Summit League),https://stats.ncaa.org/team/125.0/10561,12,31,0,0.279,2010-11
277,Buffalo (MAC),https://stats.ncaa.org/team/86.0/10561,14,38,0,0.269,2010-11
278,Youngstown St. (Horizon),https://stats.ncaa.org/team/817.0/10561,14,41,0,0.255,2010-11
279,Cornell (Ivy League),https://stats.ncaa.org/team/167.0/10561,10,30,0,0.250,2010-11
280,Ark.-Pine Bluff (SWAC),https://stats.ncaa.org/team/2678.0/10561,11,34,0,0.244,2010-11
281,FDU (NEC),https://stats.ncaa.org/team/222.0/10561,12,38,0,0.240,2010-11
282,Cleveland St. (Horizon),https://stats.ncaa.org/team/148.0/10561,12,43,0,0.218,2010-11
283,UMBC (America East),https://stats.ncaa.org/team/391.0/10561,10,37,0,0.213,2010-11
284,Alabama A&M (SWAC),https://stats.ncaa.org/team/6.0/10561,10,38,0,0.208,2010-11
