Ranking,Team Name,Hyperlink,Wins,Losses,Ties,Winning Percentage,Season
88,San Diego St. (Mountain West),https://stats.ncaa.org/team/626.0/15204,10,6,0,0.625,2019-20
88,Saint Louis (Atlantic 10),https://stats.ncaa.org/team/609.0/15204,10,6,0,0.625,2019-20
88,Pittsburgh (ACC),https://stats.ncaa.org/team/545.0/15204,10,6,0,0.625,2019-20
88,Western Ky. (C-USA),https://stats.ncaa.org/team/772.0/15204,10,6,0,0.625,2019-20
88,Baylor (Big 12),https://stats.ncaa.org/team/51.0/15204,10,6,0,0.625,2019-20
88,Fordham (Atlantic 10),https://stats.ncaa.org/team/236.0/15204,10,6,0,0.625,2019-20
88,Fla. Atlantic (C-USA),https://stats.ncaa.org/team/229.0/15204,10,6,0,0.625,2019-20
88,The Citadel (SoCon),https://stats.ncaa.org/team/141.0/15204,10,6,0,0.625,2019-20
88,James Madison (CAA),https://stats.ncaa.org/team/317.0/15204,10,6,0,0.625,2019-20
97,Rhode Island (Atlantic 10),https://stats.ncaa.org/team/572.0/15204,8,5,0,0.615,2019-20
97,Illinois (Big Ten),https://stats.ncaa.org/team/301.0/15204,8,5,0,0.615,2019-20
97,UConn (AAC),https://stats.ncaa.org/team/164.0/15204,8,5,0,0.615,2019-20
100,UTRGV (WAC),https://stats.ncaa.org/team/536.0/15204,11,7,0,0.611,2019-20
101,Michigan St. (Big Ten),https://stats.ncaa.org/team/416.0/15204,9,6,0,0.600,2019-20
101,Indiana (Big Ten),https://stats.ncaa.org/team/306.0/15204,9,6,0,0.600,2019-20
101,Washington (Pac-12),https://stats.ncaa.org/team/756.0/15204,9,6,0,0.600,2019-20
101,Western Mich. (MAC),https://stats.ncaa.org/team/774.0/15204,9,6,0,0.600,2019-20
105,UTSA (C-USA),https://stats.ncaa.org/team/706.0/15204,10,7,0,0.588,2019-20
105,Murray St. (OVC),https://stats.ncaa.org/team/454.0/15204,10,7,0,0.588,2019-20
105,McNeese (Southland),https://stats.ncaa.org/team/402.0/15204,10,7,0,0.588,2019-20
105,Memphis (AAC),https://stats.ncaa.org/team/404.0/15204,10,7,0,0.588,2019-20
105,Liberty (ASUN),https://stats.ncaa.org/team/355.0/15204,10,7,0,0.588,2019-20
105,Kansas St. (Big 12),https://stats.ncaa.org/team/327.0/15204,10,7,0,0.588,2019-20
111,UAlbany (America East),https://stats.ncaa.org/team/14.0/15204,7,5,0,0.583,2019-20
112,Indiana St. (MVC),https://stats.ncaa.org/team/305.0/15204,8,6,0,0.571,2019-20
112,Eastern Ill. (OVC),https://stats.ncaa.org/team/201.0/15204,8,6,0,0.571,2019-20
114,FGCU (ASUN),https://stats.ncaa.org/team/28755.0/15204,9,7,0,0.563,2019-20
114,Sacramento St. (WAC),https://stats.ncaa.org/team/102.0/15204,9,7,0,0.563,2019-20
114,UIW (Southland),https://stats.ncaa.org/team/2743.0/15204,9,7,0,0.563,2019-20
114,Washington St. (Pac-12),https://stats.ncaa.org/team/754.0/15204,9,7,0,0.563,2019-20
114,UC Davis (Big West),https://stats.ncaa.org/team/108.0/15204,9,7,0,0.563,2019-20
114,Georgia St. (Sun Belt),https://stats.ncaa.org/team/254.0/15204,9,7,0,0.563,2019-20
114,Fresno St. (Mountain West),https://stats.ncaa.org/team/96.0/15204,9,7,0,0.563,2019-20
114,UC Riverside (Big West),https://stats.ncaa.org/team/111.0/15204,9,7,0,0.563,2019-20
114,Jackson St. (SWAC),https://stats.ncaa.org/team/314.0/15204,9,7,0,0.563,2019-20
123,Nicholls (Southland),https://stats.ncaa.org/team/483.0/15204,10,8,0,0.556,2019-20
123,Kennesaw St. (ASUN),https://stats.ncaa.org/team/1157.0/15204,10,8,0,0.556,2019-20
123,Wake Forest (ACC),https://stats.ncaa.org/team/749.0/15204,10,8,0,0.556,2019-20
126,SIUE (OVC),https://stats.ncaa.org/team/660.0/15204,8,7,0,0.533,2019-20
126,Oregon (Pac-12),https://stats.ncaa.org/team/529.0/15204,8,7,0,0.533,2019-20
126,Miami (OH) (MAC),https://stats.ncaa.org/team/414.0/15204,8,7,0,0.533,2019-20
126,Butler (Big East),https://stats.ncaa.org/team/87.0/15204,8,7,0,0.533,2019-20
126,Delaware (CAA),https://stats.ncaa.org/team/180.0/15204,8,7,0,0.533,2019-20
126,UC Irvine (Big West),https://stats.ncaa.org/team/109.0/15204,8,7,0,0.533,2019-20
126,Michigan (Big Ten),https://stats.ncaa.org/team/418.0/15204,8,7,0,0.533,2019-20
133,Troy (Sun Belt),https://stats.ncaa.org/team/716.0/15204,9,8,0,0.529,2019-20
133,Missouri St. (MVC),https://stats.ncaa.org/team/669.0/15204,9,8,0,0.529,2019-20
133,Southeast Mo. St. (OVC),https://stats.ncaa.org/team/654.0/15204,9,8,0,0.529,2019-20
133,Little Rock (Sun Belt),https://stats.ncaa.org/team/32.0/15204,9,8,0,0.529,2019-20
133,Radford (Big South),https://stats.ncaa.org/team/563.0/15204,9,8,0,0.529,2019-20
133,Charlotte (C-USA),https://stats.ncaa.org/team/458.0/15204,9,8,0,0.529,2019-20
133,VCU (Atlantic 10),https://stats.ncaa.org/team/740.0/15204,9,8,0,0.529,2019-20
133,San Francisco (WCC),https://stats.ncaa.org/team/629.0/15204,9,8,0,0.529,2019-20
141,Sam Houston (Southland),https://stats.ncaa.org/team/624.0/15204,7,7,0,0.500,2019-20
141,Saint Mary's (CA) (WCC),https://stats.ncaa.org/team/610.0/15204,8,8,0,0.500,2019-20
141,Purdue (Big Ten),https://stats.ncaa.org/team/559.0/15204,7,7,0,0.500,2019-20
141,LMU (CA) (WCC),https://stats.ncaa.org/team/370.0/15204,8,8,0,0.500,2019-20
141,Youngstown St. (Horizon),https://stats.ncaa.org/team/817.0/15204,7,7,0,0.500,2019-20
141,Western Caro. (SoCon),https://stats.ncaa.org/team/769.0/15204,8,8,0,0.500,2019-20
141,Central Ark. (Southland),https://stats.ncaa.org/team/1004.0/15204,8,8,0,0.500,2019-20
141,Jacksonville (ASUN),https://stats.ncaa.org/team/316.0/15204,9,9,0,0.500,2019-20
141,Hartford (America East),https://stats.ncaa.org/team/272.0/15204,6,6,0,0.500,2019-20
141,Grand Canyon (WAC),https://stats.ncaa.org/team/1104.0/15204,9,9,0,0.500,2019-20
141,Gardner-Webb (Big South),https://stats.ncaa.org/team/1092.0/15204,8,8,0,0.500,2019-20
141,George Washington (Atlantic 10),https://stats.ncaa.org/team/249.0/15204,8,8,0,0.500,2019-20
141,Kent St. (MAC),https://stats.ncaa.org/team/331.0/15204,7,7,0,0.500,2019-20
154,Louisiana (Sun Belt),https://stats.ncaa.org/team/671.0/15204,8,9,0,0.471,2019-20
154,Pacific (WCC),https://stats.ncaa.org/team/534.0/15204,8,9,0,0.471,2019-20
154,Furman (SoCon),https://stats.ncaa.org/team/244.0/15204,8,9,0,0.471,2019-20
154,William & Mary (CAA),https://stats.ncaa.org/team/786.0/15204,8,9,0,0.471,2019-20
154,North Dakota St. (Summit League),https://stats.ncaa.org/team/493.0/15204,8,9,0,0.471,2019-20
159,Towson (CAA),https://stats.ncaa.org/team/711.0/15204,7,8,0,0.467,2019-20
159,Nebraska (Big Ten),https://stats.ncaa.org/team/463.0/15204,7,8,0,0.467,2019-20
159,Jacksonville St. (OVC),https://stats.ncaa.org/team/315.0/15204,7,8,0,0.467,2019-20
159,Cincinnati (AAC),https://stats.ncaa.org/team/140.0/15204,7,8,0,0.467,2019-20
159,Abilene Christian (Southland),https://stats.ncaa.org/team/2.0/15204,7,8,0,0.467,2019-20
164,Sacred Heart (NEC),https://stats.ncaa.org/team/590.0/15204,6,7,0,0.462,2019-20
164,Utah (Pac-12),https://stats.ncaa.org/team/732.0/15204,6,7,0,0.462,2019-20
164,Northwestern (Big Ten),https://stats.ncaa.org/team/509.0/15204,6,7,0,0.462,2019-20
167,A&M-Corpus Christi (Southland),https://stats.ncaa.org/team/26172.0/15204,8,10,0,0.444,2019-20
167,South Alabama (Sun Belt),https://stats.ncaa.org/team/646.0/15204,8,10,0,0.444,2019-20
167,Minnesota (Big Ten),https://stats.ncaa.org/team/428.0/15204,8,10,0,0.444,2019-20
170,Campbell (Big South),https://stats.ncaa.org/team/115.0/15204,7,9,0,0.438,2019-20
170,Arkansas St. (Sun Belt),https://stats.ncaa.org/team/30.0/15204,7,9,0,0.438,2019-20
170,UAB (C-USA),https://stats.ncaa.org/team/9.0/15204,7,9,0,0.438,2019-20
170,BYU (WCC),https://stats.ncaa.org/team/77.0/15204,7,9,0,0.438,2019-20
170,High Point (Big South),https://stats.ncaa.org/team/19651.0/15204,7,9,0,0.438,2019-20
170,Ball St. (MAC),https://stats.ncaa.org/team/47.0/15204,7,9,0,0.438,2019-20
170,Illinois St. (MVC),https://stats.ncaa.org/team/299.0/15204,7,9,0,0.438,2019-20
170,Seattle U (WAC),https://stats.ncaa.org/team/1356.0/15204,7,9,0,0.438,2019-20
178,Dayton (Atlantic 10),https://stats.ncaa.org/team/175.0/15204,6,8,0,0.429,2019-20
178,Wagner (NEC),https://stats.ncaa.org/team/748.0/15204,6,8,0,0.429,2019-20
178,Ohio St. (Big Ten),https://stats.ncaa.org/team/518.0/15204,6,8,0,0.429,2019-20
178,Rider (MAAC),https://stats.ncaa.org/team/576.0/15204,6,8,0,0.429,2019-20
178,St. Bonaventure (Atlantic 10),https://stats.ncaa.org/team/596.0/15204,3,4,0,0.429,2019-20
178,Seton Hall (Big East),https://stats.ncaa.org/team/635.0/15204,6,8,0,0.429,2019-20
184,LIU (NEC),https://stats.ncaa.org/team/361.0/15204,5,7,0,0.417,2019-20
184,Binghamton (America East),https://stats.ncaa.org/team/62.0/15204,5,7,0,0.417,2019-20
184,Alcorn (SWAC),https://stats.ncaa.org/team/17.0/15204,5,7,0,0.417,2019-20
187,NIU (MAC),https://stats.ncaa.org/team/503.0/15204,7,10,0,0.412,2019-20
187,Austin Peay (OVC),https://stats.ncaa.org/team/43.0/15204,7,10,0,0.412,2019-20
187,Lamar University (Southland),https://stats.ncaa.org/team/346.0/15204,7,10,0,0.412,2019-20
187,Kansas (Big 12),https://stats.ncaa.org/team/328.0/15204,7,10,0,0.412,2019-20
187,Middle Tenn. (C-USA),https://stats.ncaa.org/team/419.0/15204,7,10,0,0.412,2019-20
187,N.C. A&T (MEAC),https://stats.ncaa.org/team/488.0/15204,7,10,0,0.412,2019-20
193,Army West Point (Patriot),https://stats.ncaa.org/team/725.0/15204,6,9,0,0.400,2019-20
193,Boston College (ACC),https://stats.ncaa.org/team/67.0/15204,6,9,0,0.400,2019-20
193,Stony Brook (America East),https://stats.ncaa.org/team/683.0/15204,6,9,0,0.400,2019-20
193,Wright St. (Horizon),https://stats.ncaa.org/team/810.0/15204,6,9,0,0.400,2019-20
193,Houston (AAC),https://stats.ncaa.org/team/288.0/15204,6,9,0,0.400,2019-20
193,Bradley (MVC),https://stats.ncaa.org/team/72.0/15204,4,6,0,0.400,2019-20
193,Rutgers (Big Ten),https://stats.ncaa.org/team/587.0/15204,6,9,0,0.400,2019-20
200,Gonzaga (WCC),https://stats.ncaa.org/team/260.0/15204,6,10,0,0.375,2019-20
200,Grambling (SWAC),https://stats.ncaa.org/team/261.0/15204,6,10,0,0.375,2019-20
200,Penn (Ivy League),https://stats.ncaa.org/team/540.0/15204,3,5,0,0.375,2019-20
200,Oral Roberts (Summit League),https://stats.ncaa.org/team/527.0/15204,6,10,0,0.375,2019-20
200,Niagara (MAAC),https://stats.ncaa.org/team/482.0/15204,6,10,0,0.375,2019-20
200,Southern U. (SWAC),https://stats.ncaa.org/team/665.0/15204,6,10,0,0.375,2019-20
200,Southeastern La. (Southland),https://stats.ncaa.org/team/655.0/15204,6,10,0,0.375,2019-20
200,Elon (CAA),https://stats.ncaa.org/team/1068.0/15204,6,10,0,0.375,2019-20
200,NJIT (ASUN),https://stats.ncaa.org/team/471.0/15204,6,10,0,0.375,2019-20
200,SFA (Southland),https://stats.ncaa.org/team/676.0/15204,6,10,0,0.375,2019-20
210,Texas Southern (SWAC),https://stats.ncaa.org/team/699.0/15204,7,12,0,0.368,2019-20
210,Charleston So. (Big South),https://stats.ncaa.org/team/48.0/15204,7,12,0,0.368,2019-20
210,Air Force (Mountain West),https://stats.ncaa.org/team/721.0/15204,7,12,0,0.368,2019-20
213,La Salle (Atlantic 10),https://stats.ncaa.org/team/340.0/15204,5,9,0,0.357,2019-20
213,CSU Bakersfield (WAC),https://stats.ncaa.org/team/94.0/15204,5,9,0,0.357,2019-20
213,Monmouth (MAAC),https://stats.ncaa.org/team/439.0/15204,5,9,0,0.357,2019-20
213,St. John's (NY) (Big East),https://stats.ncaa.org/team/603.0/15204,5,9,0,0.357,2019-20
213,Oregon St. (Pac-12),https://stats.ncaa.org/team/528.0/15204,5,9,0,0.357,2019-20
218,UNLV (Mountain West),https://stats.ncaa.org/team/465.0/15204,6,11,0,0.353,2019-20
218,South Fla. (AAC),https://stats.ncaa.org/team/651.0/15204,6,11,0,0.353,2019-20
218,N.C. Central (MEAC),https://stats.ncaa.org/team/489.0/15204,6,11,0,0.353,2019-20
218,Houston Christian (Southland),https://stats.ncaa.org/team/287.0/15204,6,11,0,0.353,2019-20
222,Marshall (C-USA),https://stats.ncaa.org/team/388.0/15204,5,10,1,0.344,2019-20
223,Xavier (Big East),https://stats.ncaa.org/team/812.0/15204,5,10,0,0.333,2019-20
223,Creighton (Big East),https://stats.ncaa.org/team/169.0/15204,5,10,0,0.333,2019-20
223,Lehigh (Patriot),https://stats.ncaa.org/team/352.0/15204,5,10,0,0.333,2019-20
223,Purdue Fort Wayne (Summit League),https://stats.ncaa.org/team/308.0/15204,5,10,0,0.333,2019-20
223,Holy Cross (Patriot),https://stats.ncaa.org/team/285.0/15204,5,10,0,0.333,2019-20
223,Morehead St. (OVC),https://stats.ncaa.org/team/444.0/15204,5,10,0,0.333,2019-20
223,Central Conn. St. (NEC),https://stats.ncaa.org/team/127.0/15204,4,8,0,0.333,2019-20
223,Bethune-Cookman (MEAC),https://stats.ncaa.org/team/61.0/15204,6,12,0,0.333,2019-20
223,Saint Joseph's (Atlantic 10),https://stats.ncaa.org/team/606.0/15204,5,10,0,0.333,2019-20
223,Ark.-Pine Bluff (SWAC),https://stats.ncaa.org/team/2678.0/15204,6,12,0,0.333,2019-20
223,Florida A&M (MEAC),https://stats.ncaa.org/team/228.0/15204,5,10,0,0.333,2019-20
234,Evansville (MVC),https://stats.ncaa.org/team/219.0/15204,5,11,0,0.313,2019-20
234,Cal Poly (Big West),https://stats.ncaa.org/team/90.0/15204,5,11,0,0.313,2019-20
234,UNC Asheville (Big South),https://stats.ncaa.org/team/456.0/15204,5,11,0,0.313,2019-20
234,UT Martin (OVC),https://stats.ncaa.org/team/695.0/15204,5,11,0,0.313,2019-20
234,Stanford (Pac-12),https://stats.ncaa.org/team/674.0/15204,5,11,0,0.313,2019-20
234,California (Pac-12),https://stats.ncaa.org/team/107.0/15204,5,11,0,0.313,2019-20
240,FDU (NEC),https://stats.ncaa.org/team/222.0/15204,4,9,0,0.308,2019-20
241,Yale (Ivy League),https://stats.ncaa.org/team/813.0/15204,3,7,0,0.300,2019-20
242,South Dakota St. (Summit League),https://stats.ncaa.org/team/649.0/15204,5,12,0,0.294,2019-20
242,Richmond (Atlantic 10),https://stats.ncaa.org/team/575.0/15204,5,12,0,0.294,2019-20
242,San Jose St. (Mountain West),https://stats.ncaa.org/team/630.0/15204,5,12,0,0.294,2019-20
245,Dartmouth (Ivy League),https://stats.ncaa.org/team/172.0/15204,2,5,0,0.286,2019-20
245,Hofstra (CAA),https://stats.ncaa.org/team/283.0/15204,4,10,0,0.286,2019-20
245,Lafayette (Patriot),https://stats.ncaa.org/team/342.0/15204,4,10,0,0.286,2019-20
248,UMES (MEAC),https://stats.ncaa.org/team/393.0/15204,4,11,0,0.267,2019-20
248,UMass Lowell (America East),https://stats.ncaa.org/team/368.0/15204,4,11,0,0.267,2019-20
248,Bryant (NEC),https://stats.ncaa.org/team/81.0/15204,4,11,0,0.267,2019-20
251,Utah Valley (WAC),https://stats.ncaa.org/team/30024.0/15204,5,14,0,0.263,2019-20
252,UIC (Horizon),https://stats.ncaa.org/team/302.0/15204,4,12,0,0.250,2019-20
252,Cal St. Fullerton (Big West),https://stats.ncaa.org/team/97.0/15204,4,12,0,0.250,2019-20
252,Marist (MAAC),https://stats.ncaa.org/team/386.0/15204,3,9,0,0.250,2019-20
252,Bucknell (Patriot),https://stats.ncaa.org/team/83.0/15204,4,12,0,0.250,2019-20
252,North Florida (ASUN),https://stats.ncaa.org/team/2711.0/15204,4,12,0,0.250,2019-20
252,Brown (Ivy League),https://stats.ncaa.org/team/80.0/15204,3,9,0,0.250,2019-20
258,VMI (SoCon),https://stats.ncaa.org/team/741.0/15204,4,13,0,0.235,2019-20
258,Georgetown (Big East),https://stats.ncaa.org/team/251.0/15204,4,13,0,0.235,2019-20
258,Northern Colo. (WAC),https://stats.ncaa.org/team/502.0/15204,4,13,0,0.235,2019-20
258,Longwood (Big South),https://stats.ncaa.org/team/363.0/15204,4,13,0,0.235,2019-20
262,Canisius (MAAC),https://stats.ncaa.org/team/116.0/15204,3,11,1,0.233,2019-20
263,UMBC (America East),https://stats.ncaa.org/team/391.0/15204,3,10,0,0.231,2019-20
263,Coppin St. (MEAC),https://stats.ncaa.org/team/165.0/15204,3,10,0,0.231,2019-20
265,Delaware St. (MEAC),https://stats.ncaa.org/team/178.0/15204,3,11,0,0.214,2019-20
265,Manhattan (MAAC),https://stats.ncaa.org/team/381.0/15204,3,11,0,0.214,2019-20
265,Quinnipiac (MAAC),https://stats.ncaa.org/team/562.0/15204,3,11,0,0.214,2019-20
268,Prairie View (SWAC),https://stats.ncaa.org/team/553.0/15204,4,15,0,0.211,2019-20
269,Ohio (MAC),https://stats.ncaa.org/team/519.0/15204,3,12,0,0.200,2019-20
269,Tennessee Tech (OVC),https://stats.ncaa.org/team/692.0/15204,3,12,0,0.200,2019-20
271,Iona (MAAC),https://stats.ncaa.org/team/310.0/15204,3,13,0,0.188,2019-20
271,Toledo (MAC),https://stats.ncaa.org/team/709.0/15204,3,13,0,0.188,2019-20
271,Norfolk St. (MEAC),https://stats.ncaa.org/team/485.0/15204,3,13,0,0.188,2019-20
274,Fairfield (MAAC),https://stats.ncaa.org/team/220.0/15204,2,9,0,0.182,2019-20
275,Alabama A&M (SWAC),https://stats.ncaa.org/team/6.0/15204,3,14,0,0.176,2019-20
276,Harvard (Ivy League),https://stats.ncaa.org/team/275.0/15204,1,5,0,0.167,2019-20
276,Mount St. Mary's (NEC),https://stats.ncaa.org/team/450.0/15204,2,10,0,0.167,2019-20
276,Oakland (Horizon),https://stats.ncaa.org/team/514.0/15204,2,10,0,0.167,2019-20
279,Bowling Green (MAC),https://stats.ncaa.org/team/71.0/15204,2,11,0,0.154,2019-20
280,Nevada (Mountain West),https://stats.ncaa.org/team/466.0/15204,2,12,0,0.143,2019-20
281,Valparaiso (MVC),https://stats.ncaa.org/team/735.0/15204,2,14,0,0.125,2019-20
281,Presbyterian (Big South),https://stats.ncaa.org/team/1320.0/15204,2,14,0,0.125,2019-20
281,Rice (C-USA),https://stats.ncaa.org/team/574.0/15204,2,14,0,0.125,2019-20
281,Columbia (Ivy League),https://stats.ncaa.org/team/158.0/15204,1,7,0,0.125,2019-20
285,Cornell (Ivy League),https://stats.ncaa.org/team/167.0/15204,1,8,0,0.111,2019-20
285,Massachusetts (Atlantic 10),https://stats.ncaa.org/team/400.0/15204,1,8,0,0.111,2019-20
285,Chicago St. (WAC),https://stats.ncaa.org/team/136.0/15204,2,16,0,0.111,2019-20
288,Maine (America East),https://stats.ncaa.org/team/380.0/15204,1,12,0,0.077,2019-20
288,Akron (MAC),https://stats.ncaa.org/team/5.0/15204,1,12,0,0.077,2019-20
290,Eastern Mich. (MAC),https://stats.ncaa.org/team/204.0/15204,1,13,0,0.071,2019-20
291,Milwaukee (Horizon),https://stats.ncaa.org/team/797.0/15204,1,14,0,0.067,2019-20
291,George Mason (Atlantic 10),https://stats.ncaa.org/team/248.0/15204,1,14,0,0.067,2019-20
293,Saint Peter's (MAAC),https://stats.ncaa.org/team/617.0/15204,1,15,0,0.063,2019-20
294,Siena (MAAC),https://stats.ncaa.org/team/639.0/15204,0,17,0,0.000,2019-20
294,Princeton (Ivy League),https://stats.ncaa.org/team/554.0/15204,0,7,0,0.000,2019-20
294,Western Ill. (Summit League),https://stats.ncaa.org/team/771.0/15204,0,13,0,0.000,2019-20
294,Mississippi Val. (SWAC),https://stats.ncaa.org/team/432.0/15204,0,15,0,0.000,2019-20
294,Northern Ky. (Horizon),https://stats.ncaa.org/team/505.0/15204,0,17,0,0.000,2019-20
1,Fairfield (MAAC),https://stats.ncaa.org/team/220.0/15580,39,5,0,0.886,2020-21
2,Arkansas (SEC),https://stats.ncaa.org/team/31.0/15580,50,13,0,0.794,2020-21
3,Jackson St. (SWAC),https://stats.ncaa.org/team/314.0/15580,34,9,0,0.791,2020-21
4,Northeastern (CAA),https://stats.ncaa.org/team/500.0/15580,36,12,0,0.750,2020-21
5,Texas (Big 12),https://stats.ncaa.org/team/703.0/15580,50,17,0,0.746,2020-21
6,Mississippi St. (SEC),https://stats.ncaa.org/team/430.0/15580,50,18,0,0.735,2020-21
6,Tennessee (SEC),https://stats.ncaa.org/team/694.0/15580,50,18,0,0.735,2020-21
8,Old Dominion (C-USA),https://stats.ncaa.org/team/523.0/15580,44,16,0,0.733,2020-21
8,San Diego (WCC),https://stats.ncaa.org/team/627.0/15580,33,12,0,0.733,2020-21
10,Vanderbilt (SEC),https://stats.ncaa.org/team/736.0/15580,49,18,0,0.731,2020-21
11,Wright St. (Horizon),https://stats.ncaa.org/team/810.0/15580,35,13,0,0.729,2020-21
12,Notre Dame (ACC),https://stats.ncaa.org/team/513.0/15580,34,13,0,0.723,2020-21
13,East Carolina (AAC),https://stats.ncaa.org/team/196.0/15580,44,17,0,0.721,2020-21
14,Liberty (ASUN),https://stats.ncaa.org/team/355.0/15580,41,16,0,0.719,2020-21
15,Arizona (Pac-12),https://stats.ncaa.org/team/29.0/15580,45,18,0,0.714,2020-21
16,Oregon (Pac-12),https://stats.ncaa.org/team/529.0/15580,39,16,0,0.709,2020-21
17,Nebraska (Big Ten),https://stats.ncaa.org/team/463.0/15580,34,14,0,0.708,2020-21
18,UC Irvine (Big West),https://stats.ncaa.org/team/109.0/15580,43,18,0,0.705,2020-21
19,VCU (Atlantic 10),https://stats.ncaa.org/team/740.0/15580,38,16,0,0.704,2020-21
20,Central Mich. (MAC),https://stats.ncaa.org/team/129.0/15580,42,18,0,0.700,2020-21
21,USC Upstate (Big South),https://stats.ncaa.org/team/10411.0/15580,37,16,0,0.698,2020-21
22,Stanford (Pac-12),https://stats.ncaa.org/team/674.0/15580,39,17,0,0.696,2020-21
22,Texas Tech (Big 12),https://stats.ncaa.org/team/700.0/15580,39,17,0,0.696,2020-21
24,DBU (MVC),https://stats.ncaa.org/team/1045.0/15580,41,18,0,0.695,2020-21
25,North Dakota St. (Summit League),https://stats.ncaa.org/team/493.0/15580,42,19,0,0.689,2020-21
26,TCU (Big 12),https://stats.ncaa.org/team/698.0/15580,41,19,0,0.683,2020-21
27,Ball St. (MAC),https://stats.ncaa.org/team/47.0/15580,38,18,0,0.679,2020-21
28,Louisiana Tech (C-USA),https://stats.ncaa.org/team/366.0/15580,42,20,0,0.677,2020-21
29,Campbell (Big South),https://stats.ncaa.org/team/115.0/15580,37,18,0,0.673,2020-21
30,UC Santa Barbara (Big West),https://stats.ncaa.org/team/104.0/15580,41,20,0,0.672,2020-21
31,Ole Miss (SEC),https://stats.ncaa.org/team/433.0/15580,45,22,0,0.672,2020-21
32,Southern Ill. (MVC),https://stats.ncaa.org/team/659.0/15580,40,20,0,0.667,2020-21
33,NC State (ACC),https://stats.ncaa.org/team/490.0/15580,37,19,0,0.661,2020-21
34,Charlotte (C-USA),https://stats.ncaa.org/team/458.0/15580,40,21,0,0.656,2020-21
34,Southern Miss. (C-USA),https://stats.ncaa.org/team/664.0/15580,40,21,0,0.656,2020-21
36,Bryant (NEC),https://stats.ncaa.org/team/81.0/15580,27,14,1,0.655,2020-21
37,San Diego St. (Mountain West),https://stats.ncaa.org/team/626.0/15580,30,16,0,0.652,2020-21
38,Oklahoma St. (Big 12),https://stats.ncaa.org/team/521.0/15580,36,19,1,0.652,2020-21
39,Central Conn. St. (NEC),https://stats.ncaa.org/team/127.0/15580,28,15,0,0.651,2020-21
39,Long Beach St. (Big West),https://stats.ncaa.org/team/99.0/15580,28,15,0,0.651,2020-21
41,UCLA (Pac-12),https://stats.ncaa.org/team/110.0/15580,37,20,0,0.649,2020-21
42,Monmouth (MAAC),https://stats.ncaa.org/team/439.0/15580,24,13,0,0.649,2020-21
43,Grand Canyon (WAC),https://stats.ncaa.org/team/1104.0/15580,39,21,1,0.648,2020-21
44,Gonzaga (WCC),https://stats.ncaa.org/team/260.0/15580,34,19,0,0.642,2020-21
44,UConn (Big East),https://stats.ncaa.org/team/164.0/15580,34,19,0,0.642,2020-21
46,Florida (SEC),https://stats.ncaa.org/team/235.0/15580,38,22,0,0.633,2020-21
47,Stony Brook (America East),https://stats.ncaa.org/team/683.0/15580,31,18,0,0.633,2020-21
48,Abilene Christian (Southland),https://stats.ncaa.org/team/2.0/15580,36,21,0,0.632,2020-21
48,Wofford (SoCon),https://stats.ncaa.org/team/2915.0/15580,36,21,0,0.632,2020-21
50,Maryland (Big Ten),https://stats.ncaa.org/team/392.0/15580,30,18,0,0.625,2020-21
50,UIC (Horizon),https://stats.ncaa.org/team/302.0/15580,30,18,0,0.625,2020-21
52,Marist (MAAC),https://stats.ncaa.org/team/386.0/15580,18,11,0,0.621,2020-21
52,South Alabama (Sun Belt),https://stats.ncaa.org/team/646.0/15580,36,22,0,0.621,2020-21
54,Creighton (Big East),https://stats.ncaa.org/team/169.0/15580,24,15,0,0.615,2020-21
55,Mercer (SoCon),https://stats.ncaa.org/team/406.0/15580,35,22,0,0.614,2020-21
55,Sacramento St. (WAC),https://stats.ncaa.org/team/102.0/15580,35,22,0,0.614,2020-21
57,Miami (FL) (ACC),https://stats.ncaa.org/team/415.0/15580,33,21,0,0.611,2020-21
58,Baylor (Big 12),https://stats.ncaa.org/team/51.0/15580,31,20,0,0.608,2020-21
59,Oregon St. (Pac-12),https://stats.ncaa.org/team/528.0/15580,37,24,0,0.607,2020-21
60,UNLV (Mountain West),https://stats.ncaa.org/team/465.0/15580,20,13,0,0.606,2020-21
61,La Salle (Atlantic 10),https://stats.ncaa.org/team/340.0/15580,32,21,0,0.604,2020-21
62,LSU (SEC),https://stats.ncaa.org/team/365.0/15580,38,25,0,0.603,2020-21
63,Arizona St. (Pac-12),https://stats.ncaa.org/team/28.0/15580,33,22,0,0.600,2020-21
63,Duke (ACC),https://stats.ncaa.org/team/193.0/15580,33,22,0,0.600,2020-21
63,Villanova (Big East),https://stats.ncaa.org/team/739.0/15580,21,14,0,0.600,2020-21
66,Ga. Southern (Sun Belt),https://stats.ncaa.org/team/253.0/15580,34,23,0,0.596,2020-21
66,Kansas St. (Big 12),https://stats.ncaa.org/team/327.0/15580,34,23,0,0.596,2020-21
66,South Carolina (SEC),https://stats.ncaa.org/team/648.0/15580,34,23,0,0.596,2020-21
69,Indiana St. (MVC),https://stats.ncaa.org/team/305.0/15580,31,21,0,0.596,2020-21
70,Samford (SoCon),https://stats.ncaa.org/team/625.0/15580,35,24,0,0.593,2020-21
71,UNCW (CAA),https://stats.ncaa.org/team/460.0/15580,32,22,0,0.593,2020-21
72,George Washington (Atlantic 10),https://stats.ncaa.org/team/249.0/15580,26,18,0,0.591,2020-21
